10257,11292,"Albany, NY","Denver, CO",1610,6725,1221,R1221
10529,11292,"Hartford, CT","Denver, CO",1671,6725,1222,R1222
10721,11292,"Boston, MA","Denver, CO",1754,6725,1223,R1223
11292,11433,"Denver, CO","Detroit, MI",1123,6725,1224,R1224
14570,11292,"Reno, NV","Denver, CO",804,6725,1225,R1225
11109,11292,"Colorado Springs, CO","Denver, CO",73,6003,1226,R1226
11292,10423,"Denver, CO","Austin, TX",775,6003,1227,R1227
11292,13244,"Denver, CO","Memphis, TN",872,6200,1228,R1228
11292,14100,"Denver, CO","Philadelphia, PA",1558,0A050,1229,R1229
11292,14107,"Denver, CO","Phoenix, AZ",602,0A050,1230,R1230
11503,11298,"Eagle, CO","Dallas/Fort Worth, TX",721,0A050,1231,R1231
12892,11292,"Los Angeles, CA","Denver, CO",862,0A050,1232,R1232
13303,11292,"Miami, FL","Denver, CO",1709,0A050,1233,R1233
14107,11292,"Phoenix, AZ","Denver, CO",602,0A050,1234,R1234
11292,11433,"Denver, CO","Detroit, MI",1123,1260,1235,R1235
11292,13851,"Denver, CO","Oklahoma City, OK",495,7041,1236,R1236
13486,11292,"Missoula, MT","Denver, CO",679,7041,1237,R1237
10599,11292,"Birmingham, AL","Denver, CO",1083,6700,1238,R1238
11109,13930,"Colorado Springs, CO","Chicago, IL",911,6700,1239,R1239
11292,13029,"Denver, CO","Lincoln, NE",423,6700,1240,R1240
13029,11292,"Lincoln, NE","Denver, CO",423,6700,1241,R1241
10423,11292,"Austin, TX","Denver, CO",775,0A875,1242,R1242
11278,11292,"Washington, DC","Denver, CO",1476,0A875,1243,R1243
11292,11278,"Denver, CO","Washington, DC",1476,0A875,1244,R1244
11292,14122,"Denver, CO","Pittsburgh, PA",1290,6725,1245,R1245
11292,14492,"Denver, CO","Raleigh/Durham, NC",1436,6460,1246,R1246
11292,14683,"Denver, CO","San Antonio, TX",794,6460,1247,R1247
14057,11292,"Portland, OR","Denver, CO",991,6460,1248,R1248
14492,11292,"Raleigh/Durham, NC","Denver, CO",1436,6460,1249,R1249
14683,11292,"San Antonio, TX","Denver, CO",794,6460,1250,R1250
11292,11433,"Denver, CO","Detroit, MI",1123,6830,1251,R1251
11292,11697,"Denver, CO","Fort Lauderdale, FL",1703,6830,1252,R1252
11697,11292,"Fort Lauderdale, FL","Denver, CO",1703,6830,1253,R1253
12266,11292,"Houston, TX","Denver, CO",862,6830,1254,R1254
13502,11298,"Montrose/Delta, CO","Dallas/Fort Worth, TX",722,6689,1255,R1255
11292,11637,"Denver, CO","Fargo, ND",627,6904,1256,R1256
11109,13930,"Colorado Springs, CO","Chicago, IL",911,6085,1257,R1257
11292,12892,"Denver, CO","Los Angeles, CA",862,0A050,1258,R1258
11292,13303,"Denver, CO","Miami, FL",1709,0A050,1259,R1259
11298,11503,"Dallas/Fort Worth, TX","Eagle, CO",721,0A050,1260,R1260
10372,11298,"Aspen, CO","Dallas/Fort Worth, TX",701,6700,1261,R1261
11292,12278,"Denver, CO","Wichita, KS",420,6700,1262,R1262
11298,10372,"Dallas/Fort Worth, TX","Aspen, CO",701,6700,1263,R1263
11292,10397,"Denver, CO","Atlanta, GA",1199,0A875,1264,R1264
11292,11884,"Denver, CO","Spokane, WA",836,0A875,1265,R1265
11292,12892,"Denver, CO","Los Angeles, CA",862,0A875,1266,R1266
11292,14107,"Denver, CO","Phoenix, AZ",602,0A875,1267,R1267
11292,14771,"Denver, CO","San Francisco, CA",967,0A875,1268,R1268
12892,11292,"Los Angeles, CA","Denver, CO",862,0A875,1269,R1269
11292,11986,"Denver, CO","Grand Rapids, MI",1015,6725,1270,R1270
11292,12339,"Denver, CO","Indianapolis, IN",977,6725,1271,R1271
11618,11292,"Newark, NJ","Denver, CO",1605,6725,1272,R1272
11986,11292,"Grand Rapids, MI","Denver, CO",1015,6725,1273,R1273
10599,11292,"Birmingham, AL","Denver, CO",1083,6003,1274,R1274
10397,11292,"Atlanta, GA","Denver, CO",1199,6460,1275,R1275
11292,11066,"Denver, CO","Columbus, OH",1154,6460,1276,R1276
11292,14057,"Denver, CO","Portland, OR",991,6460,1277,R1277
11292,14679,"Denver, CO","San Diego, CA",853,6460,1278,R1278
12264,11292,"Washington, DC","Denver, CO",1452,6460,1279,R1279
14679,11292,"San Diego, CA","Denver, CO",853,6460,1280,R1280
11292,12266,"Denver, CO","Houston, TX",862,6830,1281,R1281
11292,12892,"Denver, CO","Los Angeles, CA",862,6830,1282,R1282
11292,14679,"Denver, CO","San Diego, CA",853,6830,1283,R1283
11298,11292,"Dallas/Fort Worth, TX","Denver, CO",641,6830,1284,R1284
11433,11292,"Detroit, MI","Denver, CO",1123,6830,1285,R1285
12892,11292,"Los Angeles, CA","Denver, CO",862,6830,1286,R1286
13487,11292,"Minneapolis, MN","Denver, CO",680,6830,1287,R1287
14679,11292,"San Diego, CA","Denver, CO",853,6830,1288,R1288
11298,13502,"Dallas/Fort Worth, TX","Montrose/Delta, CO",722,6689,1289,R1289
13502,14107,"Montrose/Delta, CO","Phoenix, AZ",419,6689,1290,R1290
14107,13502,"Phoenix, AZ","Montrose/Delta, CO",419,6689,1291,R1291
11292,14747,"Denver, CO","Seattle, WA",1024,6031,1292,R1292
14747,11292,"Seattle, WA","Denver, CO",1024,6031,1293,R1293
11097,11292,"Cody, WY","Denver, CO",391,6904,1294,R1294
11292,11097,"Denver, CO","Cody, WY",391,6904,1295,R1295
11292,14107,"Denver, CO","Phoenix, AZ",602,0A050,1296,R1296
14107,11292,"Phoenix, AZ","Denver, CO",602,0A050,1297,R1297
10397,11109,"Atlanta, GA","Colorado Springs, CO",1184,1260,1298,R1298
11109,10397,"Colorado Springs, CO","Atlanta, GA",1184,1260,1299,R1299
11433,11292,"Detroit, MI","Denver, CO",1123,1260,1300,R1300
11292,11503,"Denver, CO","Eagle, CO",120,7041,1301,R1301
11503,11292,"Eagle, CO","Denver, CO",120,7041,1302,R1302
10849,11292,"Bozeman, MT","Denver, CO",524,6700,1303,R1303
11109,12266,"Colorado Springs, CO","Houston, TX",809,6700,1304,R1304
11292,10713,"Denver, CO","Boise, ID",649,6700,1305,R1305
11292,10713,"Denver, CO","Boise, ID",649,6700,1306,R1306
11292,11638,"Denver, CO","Fresno, CA",844,6700,1307,R1307
11292,12156,"Denver, CO","Helena, MT",594,6700,1308,R1308
12156,11292,"Helena, MT","Denver, CO",594,6700,1309,R1309
12266,11109,"Houston, TX","Colorado Springs, CO",809,6700,1310,R1310
12519,11292,"Jamestown, ND","Denver, CO",573,6700,1311,R1311
11292,12173,"Denver, CO","Honolulu, HI",3365,0A875,1312,R1312
11884,11292,"Spokane, WA","Denver, CO",836,0A875,1313,R1313
12173,11292,"Honolulu, HI","Denver, CO",3365,0A875,1314,R1314
12266,11292,"Houston, TX","Denver, CO",862,0A875,1315,R1315
12278,11292,"Wichita, KS","Denver, CO",420,0A875,1316,R1316
12339,11292,"Indianapolis, IN","Denver, CO",977,0A875,1317,R1317
14747,11292,"Seattle, WA","Denver, CO",1024,0A875,1318,R1318
11292,10257,"Denver, CO","Albany, NY",1610,6725,1319,R1319
11292,14893,"Denver, CO","Sacramento, CA",909,6725,1320,R1320
14100,11292,"Philadelphia, PA","Denver, CO",1558,6725,1321,R1321
15304,11292,"Tampa, FL","Denver, CO",1506,6725,1322,R1322
11292,10693,"Denver, CO","Nashville, TN",1014,6003,1323,R1323
10423,11292,"Austin, TX","Denver, CO",775,6460,1324,R1324
11042,11292,"Cleveland, OH","Denver, CO",1201,6460,1325,R1325
11057,11292,"Charlotte, NC","Denver, CO",1337,6460,1326,R1326
11066,11292,"Columbus, OH","Denver, CO",1154,6460,1327,R1327
11109,13204,"Colorado Springs, CO","Orlando, FL",1520,6460,1328,R1328
11109,14107,"Colorado Springs, CO","Phoenix, AZ",551,6460,1329,R1329
11292,10397,"Denver, CO","Atlanta, GA",1199,6460,1330,R1330
11292,10397,"Denver, CO","Atlanta, GA",1199,6460,1331,R1331
11292,10423,"Denver, CO","Austin, TX",775,6460,1332,R1332
11292,11042,"Denver, CO","Cleveland, OH",1201,6460,1333,R1333
11292,11057,"Denver, CO","Charlotte, NC",1337,6460,1334,R1334
11292,11298,"Denver, CO","Dallas/Fort Worth, TX",641,6460,1335,R1335
11292,12264,"Denver, CO","Washington, DC",1452,6460,1336,R1336
11292,12889,"Denver, CO","Las Vegas, NV",628,6460,1337,R1337
11292,12953,"Denver, CO","New York, NY",1620,6460,1338,R1338
11292,13244,"Denver, CO","Memphis, TN",872,6460,1339,R1339
11292,13303,"Denver, CO","Miami, FL",1709,6460,1340,R1340
11292,13495,"Denver, CO","New Orleans, LA",1062,6460,1341,R1341
11292,13871,"Denver, CO","Omaha, NE",472,6460,1342,R1342
11292,14057,"Denver, CO","Portland, OR",991,6460,1343,R1343
11292,14100,"Denver, CO","Philadelphia, PA",1558,6460,1344,R1344
11292,14100,"Denver, CO","Philadelphia, PA",1558,6460,1345,R1345
11292,14122,"Denver, CO","Pittsburgh, PA",1290,6460,1346,R1346
11292,14679,"Denver, CO","San Diego, CA",853,6460,1347,R1347
11292,14747,"Denver, CO","Seattle, WA",1024,6460,1348,R1348
11292,14869,"Denver, CO","Salt Lake City, UT",391,6460,1349,R1349
11292,15016,"Denver, CO","St. Louis, MO",770,6460,1350,R1350
11292,15304,"Denver, CO","Tampa, FL",1506,6460,1351,R1351
11298,11292,"Dallas/Fort Worth, TX","Denver, CO",641,6460,1352,R1352
12889,11292,"Las Vegas, NV","Denver, CO",628,6460,1353,R1353
12953,11292,"New York, NY","Denver, CO",1620,6460,1354,R1354
13204,11109,"Orlando, FL","Colorado Springs, CO",1520,6460,1355,R1355
13244,11292,"Memphis, TN","Denver, CO",872,6460,1356,R1356
13303,11292,"Miami, FL","Denver, CO",1709,6460,1357,R1357
13495,11292,"New Orleans, LA","Denver, CO",1062,6460,1358,R1358
13871,11292,"Omaha, NE","Denver, CO",472,6460,1359,R1359
14057,11292,"Portland, OR","Denver, CO",991,6460,1360,R1360
14100,11292,"Philadelphia, PA","Denver, CO",1558,6460,1361,R1361
14100,11292,"Philadelphia, PA","Denver, CO",1558,6460,1362,R1362
14107,11109,"Phoenix, AZ","Colorado Springs, CO",551,6460,1363,R1363
14122,11292,"Pittsburgh, PA","Denver, CO",1290,6460,1364,R1364
14679,11292,"San Diego, CA","Denver, CO",853,6460,1365,R1365
14747,11292,"Seattle, WA","Denver, CO",1024,6460,1366,R1366
14869,11292,"Salt Lake City, UT","Denver, CO",391,6460,1367,R1367
15016,11292,"St. Louis, MO","Denver, CO",770,6460,1368,R1368
15304,11292,"Tampa, FL","Denver, CO",1506,6460,1369,R1369
11292,11298,"Denver, CO","Dallas/Fort Worth, TX",641,6830,1370,R1370
11292,12892,"Denver, CO","Los Angeles, CA",862,6830,1371,R1371
11292,13487,"Denver, CO","Minneapolis, MN",680,6830,1372,R1372
12892,11292,"Los Angeles, CA","Denver, CO",862,6830,1373,R1373
11292,14747,"Denver, CO","Seattle, WA",1024,6031,1374,R1374
14747,11292,"Seattle, WA","Denver, CO",1024,6031,1375,R1375
11292,12217,"Denver, CO","Huntsville, AL",1048,6904,1376,R1376
12217,11292,"Huntsville, AL","Denver, CO",1048,6904,1377,R1377
14100,11292,"Philadelphia, PA","Denver, CO",1558,0A050,1378,R1378
10620,11292,"Billings, MT","Denver, CO",455,6700,1379,R1379
11292,10620,"Denver, CO","Billings, MT",455,6700,1380,R1380
11292,10849,"Denver, CO","Bozeman, MT",524,6700,1381,R1381
11292,14689,"Denver, CO","Santa Barbara, CA",916,6700,1382,R1382
12278,11292,"Wichita, KS","Denver, CO",420,6700,1383,R1383
13930,11109,"Chicago, IL","Colorado Springs, CO",911,6700,1384,R1384
14689,11292,"Santa Barbara, CA","Denver, CO",916,6700,1385,R1385
11292,12278,"Denver, CO","Wichita, KS",420,0A875,1386,R1386
11292,12953,"Denver, CO","New York, NY",1620,0A875,1387,R1387
11292,13204,"Denver, CO","Orlando, FL",1546,0A875,1388,R1388
11292,14107,"Denver, CO","Phoenix, AZ",602,0A875,1389,R1389
14107,11292,"Phoenix, AZ","Denver, CO",602,0A875,1390,R1390
14893,11292,"Sacramento, CA","Denver, CO",909,0A875,1391,R1391
11292,11433,"Denver, CO","Detroit, MI",1123,6725,1392,R1392
10397,11292,"Atlanta, GA","Denver, CO",1199,6460,1393,R1393
11292,14679,"Denver, CO","San Diego, CA",853,6460,1394,R1394
11292,14869,"Denver, CO","Salt Lake City, UT",391,6460,1395,R1395
14679,11292,"San Diego, CA","Denver, CO",853,6460,1396,R1396
14869,11292,"Salt Lake City, UT","Denver, CO",391,6460,1397,R1397
11292,14730,"Denver, CO","Louisville, KY",1024,6904,1398,R1398
14730,11292,"Louisville, KY","Denver, CO",1024,6904,1399,R1399
11292,14730,"Denver, CO","Louisville, KY",1024,6910,1400,R1400
11292,12478,"Denver, CO","New York, NY",1626,6673,1401,R1401
12478,11292,"New York, NY","Denver, CO",1626,6673,1402,R1402
11292,14869,"Denver, CO","Salt Lake City, UT",391,1260,1403,R1403
14869,11292,"Salt Lake City, UT","Denver, CO",391,1260,1404,R1404
10423,11292,"Austin, TX","Denver, CO",775,7041,1405,R1405
11292,11193,"Denver, CO","Cincinnati, OH",1069,6700,1406,R1406
10721,11292,"Boston, MA","Denver, CO",1754,0A875,1407,R1407
11042,11292,"Cleveland, OH","Denver, CO",1201,0A875,1408,R1408
11292,14908,"Denver, CO","Santa Ana, CA",846,0A875,1409,R1409
11292,10423,"Denver, CO","Austin, TX",775,6725,1410,R1410
11292,10721,"Denver, CO","Boston, MA",1754,6725,1411,R1411
11292,11259,"Denver, CO","Dallas, TX",651,6725,1412,R1412
13891,11292,"Ontario, CA","Denver, CO",819,6725,1413,R1413
14100,11292,"Philadelphia, PA","Denver, CO",1558,6725,1414,R1414
14570,11292,"Reno, NV","Denver, CO",804,6725,1415,R1415
11292,10599,"Denver, CO","Birmingham, AL",1083,6003,1416,R1416
11292,13342,"Denver, CO","Milwaukee, WI",896,6460,1417,R1417
13342,11292,"Milwaukee, WI","Denver, CO",896,6460,1418,R1418
14730,11292,"Louisville, KY","Denver, CO",1024,6910,1419,R1419
11292,11775,"Denver, CO","Sioux Falls, SD",483,6700,1420,R1420
12892,11109,"Los Angeles, CA","Colorado Springs, CO",834,6700,1421,R1421
10397,11292,"Atlanta, GA","Denver, CO",1199,0A875,1422,R1422
13871,11292,"Omaha, NE","Denver, CO",472,0A875,1423,R1423
11292,10397,"Denver, CO","Atlanta, GA",1199,6725,1424,R1424
13342,11292,"Milwaukee, WI","Denver, CO",896,6725,1425,R1425
15376,11292,"Tucson, AZ","Denver, CO",639,6725,1426,R1426
12339,11292,"Indianapolis, IN","Denver, CO",977,6003,1427,R1427
11292,13198,"Denver, CO","Kansas City, MO",533,6460,1428,R1428
13198,11292,"Kansas City, MO","Denver, CO",533,6460,1429,R1429
13244,11292,"Memphis, TN","Denver, CO",872,6200,1430,R1430
11292,12992,"Denver, CO","Little Rock, AR",771,6904,1431,R1431
11637,11292,"Fargo, ND","Denver, CO",627,6904,1432,R1432
11292,11298,"Denver, CO","Dallas/Fort Worth, TX",641,0A050,1433,R1433
15376,11292,"Tucson, AZ","Denver, CO",639,6700,1434,R1434
11292,13342,"Denver, CO","Milwaukee, WI",896,0A875,1435,R1435
11292,13930,"Denver, CO","Chicago, IL",888,0A875,1436,R1436
11298,11292,"Dallas/Fort Worth, TX","Denver, CO",641,0A875,1437,R1437
11292,11697,"Denver, CO","Fort Lauderdale, FL",1703,6725,1438,R1438
11433,11292,"Detroit, MI","Denver, CO",1123,6460,1439,R1439
11292,13029,"Denver, CO","Lincoln, NE",423,6904,1440,R1440
11292,11433,"Denver, CO","Detroit, MI",1123,1260,1441,R1441
11292,14457,"Denver, CO","Rapid City, SD",300,6700,1442,R1442
11986,11292,"Grand Rapids, MI","Denver, CO",1015,6700,1443,R1443
11292,11298,"Denver, CO","Dallas/Fort Worth, TX",641,0A875,1444,R1444
11292,11298,"Denver, CO","Dallas/Fort Worth, TX",641,0A875,1445,R1445
12953,11292,"New York, NY","Denver, CO",1620,0A875,1446,R1446
13342,11292,"Milwaukee, WI","Denver, CO",896,0A875,1447,R1447
14679,11292,"San Diego, CA","Denver, CO",853,0A875,1448,R1448
14908,11292,"Santa Ana, CA","Denver, CO",846,0A875,1449,R1449
11292,10693,"Denver, CO","Nashville, TN",1014,6725,1450,R1450
11292,14100,"Denver, CO","Philadelphia, PA",1558,6725,1451,R1451
11433,11292,"Detroit, MI","Denver, CO",1123,6725,1452,R1452
11884,11292,"Spokane, WA","Denver, CO",836,6725,1453,R1453
12264,11292,"Washington, DC","Denver, CO",1452,6725,1454,R1454
14057,11292,"Portland, OR","Denver, CO",991,6725,1455,R1455
11292,11433,"Denver, CO","Detroit, MI",1123,6460,1456,R1456
11292,12339,"Denver, CO","Indianapolis, IN",977,6200,1457,R1457
12339,11292,"Indianapolis, IN","Denver, CO",977,6200,1458,R1458
10140,11292,"Albuquerque, NM","Denver, CO",349,6904,1459,R1459
11292,10140,"Denver, CO","Albuquerque, NM",349,6904,1460,R1460
11292,11540,"Denver, CO","El Paso, TX",563,6904,1461,R1461
11292,10397,"Denver, CO","Atlanta, GA",1199,1260,1462,R1462
11267,11292,"Dayton, OH","Denver, CO",1085,7041,1463,R1463
11109,13930,"Colorado Springs, CO","Chicago, IL",911,6700,1464,R1464
11292,13158,"Denver, CO","Midland/Odessa, TX",563,6700,1465,R1465
11775,11292,"Sioux Falls, SD","Denver, CO",483,6700,1466,R1466
15919,11292,"Fayetteville, AR","Denver, CO",616,6700,1467,R1467
11292,11042,"Denver, CO","Cleveland, OH",1201,0A875,1468,R1468
11618,11292,"Newark, NJ","Denver, CO",1605,0A875,1469,R1469
11292,14771,"Denver, CO","San Francisco, CA",967,6725,1470,R1470
11109,12266,"Colorado Springs, CO","Houston, TX",809,6003,1471,R1471
11540,11292,"El Paso, TX","Denver, CO",563,6904,1472,R1472
14730,11292,"Louisville, KY","Denver, CO",1024,6910,1473,R1473
10397,11292,"Atlanta, GA","Denver, CO",1199,1260,1474,R1474
11292,12478,"Denver, CO","New York, NY",1626,1260,1475,R1475
12478,11292,"New York, NY","Denver, CO",1626,1260,1476,R1476
14457,11292,"Rapid City, SD","Denver, CO",300,7041,1477,R1477
13158,11292,"Midland/Odessa, TX","Denver, CO",563,6700,1478,R1478
10821,11292,"Baltimore, MD","Denver, CO",1491,0A875,1479,R1479
11292,11298,"Denver, CO","Dallas/Fort Worth, TX",641,0A875,1480,R1480
11292,11986,"Denver, CO","Grand Rapids, MI",1015,0A875,1481,R1481
11292,13204,"Denver, CO","Orlando, FL",1546,0A875,1482,R1482
11292,13871,"Denver, CO","Omaha, NE",472,0A875,1483,R1483
11618,11292,"Newark, NJ","Denver, CO",1605,0A875,1484,R1484
13930,11292,"Chicago, IL","Denver, CO",888,0A875,1485,R1485
10713,11292,"Boise, ID","Denver, CO",649,6725,1486,R1486
11292,11066,"Denver, CO","Columbus, OH",1154,6725,1487,R1487
11292,13204,"Denver, CO","Orlando, FL",1546,6725,1488,R1488
11292,15304,"Denver, CO","Tampa, FL",1506,6725,1489,R1489
13204,11292,"Orlando, FL","Denver, CO",1546,6725,1490,R1490
13367,11292,"Moline, IL","Denver, CO",752,6904,1491,R1491
10627,11292,"Bismarck/Mandan, ND","Denver, CO",516,6700,1492,R1492
11292,10627,"Denver, CO","Bismarck/Mandan, ND",516,6700,1493,R1493
14771,11292,"San Francisco, CA","Denver, CO",967,0A875,1494,R1494
11292,12953,"Denver, CO","New York, NY",1620,6725,1495,R1495
11292,14570,"Denver, CO","Reno, NV",804,6725,1496,R1496
11292,14747,"Denver, CO","Seattle, WA",1024,6031,1497,R1497
13029,11292,"Lincoln, NE","Denver, CO",423,6904,1498,R1498
11292,14057,"Denver, CO","Portland, OR",991,6725,1499,R1499
14747,11292,"Seattle, WA","Denver, CO",1024,6031,1500,R1500
11292,10713,"Denver, CO","Boise, ID",649,6725,1501,R1501
11423,11292,"Des Moines, IA","Denver, CO",589,0A875,1502,R1502
11292,11423,"Denver, CO","Des Moines, IA",589,0A875,1503,R1503
12892,11292,"Los Angeles, CA","Denver, CO",862,0A875,1504,R1504
15376,11292,"Tucson, AZ","Denver, CO",639,6700,1505,R1505
11292,14534,"Denver, CO","Riverton/Lander, WY",296,6932,1506,R1506
11292,14679,"Denver, CO","San Diego, CA",853,0A875,1507,R1507
10713,11292,"Boise, ID","Denver, CO",649,6700,1508,R1508
14457,11292,"Rapid City, SD","Denver, CO",300,6700,1509,R1509
14679,11292,"San Diego, CA","Denver, CO",853,0A875,1510,R1510
11003,11292,"Cedar Rapids/Iowa City, IA","Denver, CO",692,0A875,1511,R1511
11292,11003,"Denver, CO","Cedar Rapids/Iowa City, IA",692,0A875,1512,R1512
11292,12441,"Denver, CO","Jackson, WY",406,0A875,1513,R1513
11292,12892,"Denver, CO","Los Angeles, CA",862,0A875,1514,R1514
11298,11292,"Dallas/Fort Worth, TX","Denver, CO",641,0A875,1515,R1515
11648,11292,"Kalispell, MT","Denver, CO",752,0A875,1516,R1516
12889,11292,"Las Vegas, NV","Denver, CO",628,6725,1517,R1517
15016,11292,"St. Louis, MO","Denver, CO",770,6725,1518,R1518
14534,11292,"Riverton/Lander, WY","Denver, CO",296,6932,1519,R1519
14869,11292,"Salt Lake City, UT","Denver, CO",391,1260,1520,R1520
11292,10800,"Denver, CO","Burbank, CA",850,6700,1521,R1521
11292,13851,"Denver, CO","Oklahoma City, OK",495,6700,1522,R1522
11292,14457,"Denver, CO","Rapid City, SD",300,6700,1523,R1523
11292,14869,"Denver, CO","Salt Lake City, UT",391,6700,1524,R1524
13851,11292,"Oklahoma City, OK","Denver, CO",495,6700,1525,R1525
11292,11648,"Denver, CO","Kalispell, MT",752,0A875,1526,R1526
11292,14893,"Denver, CO","Sacramento, CA",909,0A875,1527,R1527
10821,11292,"Baltimore, MD","Denver, CO",1491,6725,1528,R1528
14747,11292,"Seattle, WA","Denver, CO",1024,6725,1529,R1529
11292,14747,"Denver, CO","Seattle, WA",1024,1260,1530,R1530
11292,14869,"Denver, CO","Salt Lake City, UT",391,1260,1531,R1531
11292,13244,"Denver, CO","Memphis, TN",872,6700,1532,R1532
12441,11292,"Jackson, WY","Denver, CO",406,0A875,1533,R1533
14492,11292,"Raleigh/Durham, NC","Denver, CO",1436,0A875,1534,R1534
14747,11292,"Seattle, WA","Denver, CO",1024,1260,1535,R1535
11292,10397,"Denver, CO","Atlanta, GA",1199,7041,1536,R1536
11292,11433,"Denver, CO","Detroit, MI",1123,0A875,1537,R1537
11292,13204,"Denver, CO","Orlando, FL",1546,0A875,1538,R1538
11292,14679,"Denver, CO","San Diego, CA",853,0A875,1539,R1539
13487,11292,"Minneapolis, MN","Denver, CO",680,0A875,1540,R1540
11292,13342,"Denver, CO","Milwaukee, WI",896,6725,1541,R1541
11292,14679,"Denver, CO","San Diego, CA",853,6725,1542,R1542
11292,15016,"Denver, CO","St. Louis, MO",770,7041,1543,R1543
14783,11292,"Springfield, MO","Denver, CO",637,6700,1544,R1544
11292,14492,"Denver, CO","Raleigh/Durham, NC",1436,0A875,1545,R1545
11292,13930,"Denver, CO","Chicago, IL",888,6460,1546,R1546
13930,11292,"Chicago, IL","Denver, CO",888,6460,1547,R1547
11292,11423,"Denver, CO","Des Moines, IA",589,6700,1548,R1548
11292,14831,"Denver, CO","San Jose, CA",948,6700,1549,R1549
14831,11292,"San Jose, CA","Denver, CO",948,6700,1550,R1550
11292,10721,"Denver, CO","Boston, MA",1754,0A875,1551,R1551
11292,13930,"Denver, CO","Chicago, IL",888,0A875,1552,R1552
11433,11292,"Detroit, MI","Denver, CO",1123,0A875,1553,R1553
13485,11292,"Madison, WI","Denver, CO",826,0A875,1554,R1554
15016,11292,"St. Louis, MO","Denver, CO",770,6904,1555,R1555
11711,11292,"Farmington, NM","Denver, CO",289,6932,1556,R1556
12953,11292,"New York, NY","Denver, CO",1620,1260,1557,R1557
13486,11292,"Missoula, MT","Denver, CO",679,6700,1558,R1558
14489,11292,"Bend/Redmond, OR","Denver, CO",898,6700,1559,R1559
11292,11618,"Denver, CO","Newark, NJ",1605,0A875,1560,R1560
11292,13485,"Denver, CO","Madison, WI",826,0A875,1561,R1561
11292,14100,"Denver, CO","Philadelphia, PA",1558,0A875,1562,R1562
11618,11292,"Newark, NJ","Denver, CO",1605,0A875,1563,R1563
13204,11292,"Orlando, FL","Denver, CO",1546,0A875,1564,R1564
11292,12892,"Denver, CO","Los Angeles, CA",862,6725,1565,R1565
12892,11292,"Los Angeles, CA","Denver, CO",862,6725,1566,R1566
11292,12339,"Denver, CO","Indianapolis, IN",977,6003,1567,R1567
11292,11711,"Denver, CO","Farmington, NM",289,6932,1568,R1568
11292,12478,"Denver, CO","New York, NY",1626,1260,1569,R1569
11433,11292,"Detroit, MI","Denver, CO",1123,1260,1570,R1570
12478,11292,"New York, NY","Denver, CO",1626,1260,1571,R1571
11292,15370,"Denver, CO","Tulsa, OK",541,6700,1572,R1572
11042,11292,"Cleveland, OH","Denver, CO",1201,0A875,1573,R1573
11292,11618,"Denver, CO","Newark, NJ",1605,0A875,1574,R1574
14122,11292,"Pittsburgh, PA","Denver, CO",1290,6725,1575,R1575
11292,11433,"Denver, CO","Detroit, MI",1123,1260,1576,R1576
11292,12953,"Denver, CO","New York, NY",1620,1260,1577,R1577
11292,10423,"Denver, CO","Austin, TX",775,7041,1578,R1578
11292,12441,"Denver, CO","Jackson, WY",406,7041,1579,R1579
12441,11292,"Jackson, WY","Denver, CO",406,7041,1580,R1580
10561,11292,"Bakersfield, CA","Denver, CO",845,6700,1581,R1581
11292,13486,"Denver, CO","Missoula, MT",679,6700,1582,R1582
11292,14489,"Denver, CO","Bend/Redmond, OR",898,6700,1583,R1583
13204,11292,"Orlando, FL","Denver, CO",1546,0A875,1584,R1584
14057,11292,"Portland, OR","Denver, CO",991,0A875,1585,R1585
11618,11292,"Newark, NJ","Denver, CO",1605,6725,1586,R1586
12266,11109,"Houston, TX","Colorado Springs, CO",809,6085,1587,R1587
11292,14120,"Denver, CO","Pierre, SD",385,6081,1588,R1588
11292,11413,"Denver, CO","Durango, CO",250,6700,1589,R1589
11413,11292,"Durango, CO","Denver, CO",250,6700,1590,R1590
13930,10372,"Chicago, IL","Aspen, CO",1013,6700,1591,R1591
10299,11292,"Anchorage, AK","Denver, CO",2405,0A875,1592,R1592
13796,11292,"Oakland, CA","Denver, CO",957,6725,1593,R1593
14120,11292,"Pierre, SD","Denver, CO",385,6081,1594,R1594
10372,13930,"Aspen, CO","Chicago, IL",1013,6700,1595,R1595
14869,11292,"Salt Lake City, UT","Denver, CO",391,6700,1596,R1596
14893,11292,"Sacramento, CA","Denver, CO",909,6700,1597,R1597
12264,11292,"Washington, DC","Denver, CO",1452,6725,1598,R1598
11292,14877,"Denver, CO","Salina, KS",383,6932,1599,R1599
14877,11292,"Salina, KS","Denver, CO",383,6932,1600,R1600
11292,12255,"Denver, CO","Hays, KS",298,6700,1601,R1601
11292,12519,"Denver, CO","Jamestown, ND",573,6700,1602,R1602
11292,12888,"Denver, CO","Laramie, WY",113,6700,1603,R1603
11292,14783,"Denver, CO","Springfield, MO",637,6700,1604,R1604
12255,11292,"Hays, KS","Denver, CO",298,6700,1605,R1605
11292,12889,"Denver, CO","Las Vegas, NV",628,0A875,1606,R1606
14679,11292,"San Diego, CA","Denver, CO",853,0A875,1607,R1607
10693,11292,"Nashville, TN","Denver, CO",1014,6725,1608,R1608
15370,11292,"Tulsa, OK","Denver, CO",541,6725,1609,R1609
11292,11315,"Denver, CO","Dickinson, ND",488,6904,1610,R1610
