ORIGIN_STATE_ABR,ORIGIN_STATE_FIPS,ORIGIN_STATE_NM,DEST_STATE_ABR,DEST_STATE_FIPS,DEST_STATE_NM,LineNUM
IN,18,Indiana,CO,8,Colorado,1853
CO,8,Colorado,WA,53,Washington,1854
CA,6,California,CO,8,Colorado,1855
CO,8,Colorado,TX,48,Texas,1856
CO,8,Colorado,CA,6,California,1857
CO,8,Colorado,UT,49,Utah,1858
TX,48,Texas,CO,8,Colorado,1859
CO,8,Colorado,CO,8,Colorado,1860
CO,8,Colorado,CO,8,Colorado,1861
CO,8,Colorado,CA,6,California,1862
IL,17,Illinois,CO,8,Colorado,1863
CA,6,California,CO,8,Colorado,1864
CA,6,California,CO,8,Colorado,1865
CO,8,Colorado,TX,48,Texas,1866
TX,48,Texas,CO,8,Colorado,1867
CO,8,Colorado,IL,17,Illinois,1868
CA,6,California,CO,8,Colorado,1869
MD,24,Maryland,CO,8,Colorado,1870
CO,8,Colorado,CO,8,Colorado,1871
TX,48,Texas,CO,8,Colorado,1872
CO,8,Colorado,MN,27,Minnesota,1873
CO,8,Colorado,CA,6,California,1874
MN,27,Minnesota,CO,8,Colorado,1875
CO,8,Colorado,CO,8,Colorado,1876
VA,51,Virginia,CO,8,Colorado,1877
CA,6,California,CO,8,Colorado,1878
CO,8,Colorado,CA,6,California,1879
CO,8,Colorado,CA,6,California,1880
CA,6,California,CO,8,Colorado,1881
GA,13,Georgia,CO,8,Colorado,1882
CO,8,Colorado,UT,49,Utah,1883
CO,8,Colorado,IL,17,Illinois,1884
CO,8,Colorado,GA,13,Georgia,1885
CO,8,Colorado,VA,51,Virginia,1886
CO,8,Colorado,MN,27,Minnesota,1887
MN,27,Minnesota,CO,8,Colorado,1888
IL,17,Illinois,CO,8,Colorado,1889
CO,8,Colorado,TX,48,Texas,1890
UT,49,Utah,CO,8,Colorado,1891
TX,48,Texas,CO,8,Colorado,1892
CO,8,Colorado,TX,48,Texas,1893
CA,6,California,CO,8,Colorado,1894
CO,8,Colorado,CA,6,California,1895
CO,8,Colorado,CO,8,Colorado,1896
CO,8,Colorado,CO,8,Colorado,1897
MO,29,Missouri,CO,8,Colorado,1898
NC,37,North Carolina,CO,8,Colorado,1899
CO,8,Colorado,NC,37,North Carolina,1900
CO,8,Colorado,MO,29,Missouri,1901
CO,8,Colorado,AZ,4,Arizona,1902
AZ,4,Arizona,CO,8,Colorado,1903
NV,32,Nevada,CO,8,Colorado,1904
IL,17,Illinois,CO,8,Colorado,1905
CO,8,Colorado,TX,48,Texas,1906
CO,8,Colorado,IL,17,Illinois,1907
CO,8,Colorado,NV,32,Nevada,1908
TX,48,Texas,CO,8,Colorado,1909
